song_name;song_popularity;song_duration_ms;acousticness;danceability;energy;key;liveness;audio_mode;speechiness;tempo;time_signature;audio_valence
Stolen Dance;67;235466;0.523;0.706;0.32799999999999996;0;0.223;1;0.0326;85.988;4;0.593
Free Fallin' - Live at the Nokia Theatre; Los Angeles; CA - December 2007;77;263573;0.7709999999999999;0.29600000000000004;0.0;0.7020000000000001;-13.262;1;0.0317;172.638
I Was Made for Loving You / Please Don't Say You Love Me;64;162185;0.857;0.525;0.278;2;0.10400000000000001;1;0.0321;72.952;4;0.33
Little Talks;73;219760;0.873;0.637;0.263;5;0.16399999999999998;0;0.0399;9.742.299.999.999.990;4;0.48700000000000004
Rather Be;26;247816;0.8370000000000001;0.534;0.332;11;0.0997;1;0.0374;110.771;4;0.509
Fast Car (feat. Tall Heights);69;272966;0.865;0.5770000000000001;0.17;9;0.133;1;0.0462;174.192;4;0.36
Halo;67;269920;0.9520000000000001;0.5760000000000001;0.121;9;0.1;1;0.036000000000000004;11.682.600.000.000.000;4;0.063
Send My Love (To Your New Lover) - Live;64;225033;0.813;0.494;0.306;6;0.693;0;0.0489;161.142;4;0.503
I'm Not The Only One (Sam Smith Cover) - Live From Spotify; London;71;195840;0.861;0.455;0.0;5;-8.468;1;0.0491;17.603.599.999.999.900;4
Crazy - Radio 1 Live Lounge Session;54;203853;0.889;0.693;0.26;10;0.212;0;0.0486;103.137;4;0.292
Cherry Wine;65;246093;0.963;0.479;0.177;10;0.11599999999999999;1;0.036000000000000004;12.403.299.999.999.900;3;0.136
Drag Me Down/As Long As You Love Me;66;206324;0.848;0.6779999999999999;0.34600000000000003;3;0.128;1;0.0345;135.989;4;0.461
Wildflowers;64;168849;0.327;0.495;0.444;5;0.26899999999999996;1;0.0276;105.431;4;0.65
Don't You Want Me;65;199426;0.9109999999999999;0.667;0.21100000000000002;0;0.12;1;0.0466;111.227;4;0.327
Set Fire To The Rain;65;233377;0.703;0.5660000000000001;0.22699999999999998;1;0.11;1;0.0502;117.979;4;0.507
Jolene - Live;64;253000;0.932;0.47;0.11199999999999999;11;0.113;1;0.0377;12.549.600.000.000.000;4;0.183
Home/Dirty Paws;66;173508;0.85;0.6629999999999999;0.20800000000000002;2;0.114;1;0.0313;11.502.799.999.999.900;4;0.23199999999999998
Better Together;32;200706;0.649;0.79;0.3;5;0.14;1;0.0622;11.018.700.000.000.000;4;0.49
Riptide;63;253200;0.43700000000000006;0.529;0.68;1;0.0651;1;0.151;91.961;4;0.36700000000000005
We Can't Stop (feat. Bea Miller);26;222146;0.674;0.705;0.34700000000000003;2;0.12;1;0.0301;80.057;4;0.36
Time After Time;69;170216;0.8140000000000001;0.628;0.248;1;0.111;1;0.032;12.529.799.999.999.900;4;0.6459999999999999
Perfect Places - Live From BBC Radio 2;64;218760;0.278;0.45399999999999996;0.42100000000000004;1;0.141;0;0.026000000000000002;87.555;4;0.38299999999999995
K.;62;269000;0.9620000000000001;0.348;0.226;3;0.135;1;0.0386;129.251;3;0.17300000000000001
Billie Jean;68;259920;0.8290000000000001;0.532;0.203;9;0.10800000000000001;0;0.0668;89.646;4;0.5429999999999999
See You Again; Love Me Like You Do; Sugar - Acoustic Mashup;66;231965;0.877;0.207;0.0;0.10400000000000001;-11.865;1;0.0392;163.99
Crazy in Love;65;227500;0.868;0.606;0.326;7;0.12;1;0.11900000000000001;78.906;4;0.489
California;48;167094;0.733;0.53;0.264;6;0.11599999999999999;1;0.03;77.002;4;0.24100000000000002
Eventually;21;226346;0.603;0.6579999999999999;0.39399999999999996;1;0.17600000000000002;1;0.025;78.926;3;0.23199999999999998
When Doves Cry - Recorded At Spotify Studios NYC;63;280827;0.638;0.7759999999999999;0.335;9;0.15;1;0.0614;12.775.399.999.999.900;4;0.54
Sorry;65;165697;0.715;0.618;0.255;7;0.0958;1;0.0396;85.943;4;0.547
I Believe in a Thing Called Love;62;184000;0.139;0.605;0.596;9;0.10099999999999999;1;0.028999999999999998;126.066;4;0.11900000000000001
My Love / Hotline Bling;61;202130;0.8759999999999999;0.5529999999999999;0.28800000000000003;11;0.145;1;0.032;127.81;4;0.336
I Like Me Better;65;189673;0.8959999999999999;0.449;0.209;10;0.156;1;0.0896;93.618;4;0.431
Chains;21;200218;0.9440000000000001;0.336;0.331;4;0.0732;0;0.0349;8.861.200.000.000.000;3;0.18899999999999997
Love Will Tear Us Apart;60;223340;0.951;0.375;0.217;3;0.107;1;0.0344;9.623.899.999.999.990;3;0.139
Titanium;24;227562;0.19399999999999998;0.804;0.547;4;0.0888;0;0.0665;12.601.299.999.999.900;4;0.507
Ordinary World;62;314343;0.972;0.52;0.172;4;0.109;0;0.0343;67.007;4;0.0746
Chandelier;63;212300;0.835;0.514;0.20600000000000002;5;0.114;0;0.032;75.874;4;0.127
Let It Go;63;194129;0.861;0.46;0.319;1;0.11800000000000001;1;0.0356;145.765;4;0.32899999999999996
Dancing in the Dark;61;239133;0.903;0.46299999999999997;0.153;2;0.152;1;0.0385;73.506;4;0.254
Linger;60;201136;0.789;0.5720000000000001;0.285;5;0.0944;1;0.0316;88.012;4;0.168
What I Am - Recorded at Spotify Studios NYC;61;235579;0.6679999999999999;0.546;0.299;5;0.111;1;0.0386;115.464;4;0.789
Still Got Time / There's Nothing Holdin' Me Back;59;193513;0.81;0.736;0.281;4;0.40399999999999997;0;0.0413;110.846;4;0.5820000000000001
I Can't Make You Love Me;60;291046;0.958;0.528;0.0927;0;0.106;1;0.0323;110.13;4;0.23
XO;59;235906;0.924;0.456;0.154;10;0.10800000000000001;1;0.0327;79.211;4;0.35100000000000003
Despacito;67;170454;0.619;0.6859999999999999;0.475;4;0.501;1;0.0748;86.353;4;0.743
Wrecking Ball;59;254336;0.9420000000000001;0.428;0.0618;7;0.105;1;0.0351;107.721;4;0.163
Black Beatles - Acoustic;68;211781;0.8540000000000001;0.7120000000000001;0.321;9;0.121;1;0.034;118.045;4;0.209
Hello;59;230225;0.95;0.5870000000000001;0.18899999999999997;0;0.11199999999999999;1;0.0355;7.342.399.999.999.990;4;0.217
Seven Nation Army;64;172919;0.8909999999999999;0.69;0.28300000000000003;2;0.111;1;0.0294;104.348;4;0.35
Strangers;19;194755;0.609;0.618;0.474;2;0.126;1;0.0321;121.762;5;0.321
U Remind Me - Recorded at Spotify Studios NYC;64;198000;0.7;0.759;0.212;4;0.11;0;0.0862;95.964;4;0.711
September - Recorded at The Tracking Room Nashville;69;187823;0.41200000000000003;0.6409999999999999;0.444;6;0.179;1;0.0239;107.081;4;0.588
Let Me Love You - Recorded at Spotify Studios NYC;63;221361;0.8059999999999999;0.57;0.363;2;0.102;1;0.0493;97.444;4;0.359
Love Yourself; Out of the Woods; Roses - Acoustic Mashup;61;237362;0.708;0.183;0.0;0.39299999999999996;-13.31;1;0.0583;90.556
American Oxygen;65;305093;0.151;0.385;0.48200000000000004;0;0.10099999999999999;1;0.0311;78.495;3;0.322
Boom Clap;61;175615;0.57;0.653;0.525;4;0.141;1;0.0414;156.996;4;0.633
Sex On Fire;60;185500;0.8440000000000001;0.47600000000000003;0.408;7;0.125;1;0.0305;90.055;4;0.0568
Mr. Brightside;20;272000;0.8590000000000001;0.39299999999999996;0.17800000000000002;2;0.11699999999999999;1;0.0318;123.141;4;0.17800000000000002
Stitches;63;246000;0.9129999999999999;0.636;0.233;0;0.10099999999999999;1;0.0318;129.759;4;0.16
Teenage Dirtbag;62;199200;0.797;0.7340000000000001;0.354;4;0.278;1;0.0285;100.071;4;0.46799999999999997
Can't Stop the Feeling / This Is What You Came For;60;148174;0.56;0.611;0.496;0;0.0884;1;0.0327;113.94;4;0.46299999999999997
7 Years;20;188045;0.8590000000000001;0.7240000000000001;0.39;10;0.0975;1;0.0365;119.838;4;0.36
Cold Water;64;181595;0.733;0.509;0.257;6;0.312;0;0.10800000000000001;18.736.599.999.999.900;4;0.55
I Took a Pill in Ibiza; Youth (Acoustic Mashup) [feat. Taylor Leigh];60;204631;0.369;0.643;0.0;9;-6.859;1;0.0334;94.948;4
Fix You;63;261666;0.79;0.5329999999999999;0.152;2;0.14800000000000002;1;0.0302;143.972;4;0.132
Want to Want Me - Acoustic Cover;60;247297;0.7609999999999999;0.66;0.312;9;0.122;1;0.0276;92.446;4;0.441
Wicked Game - Live At Killkenny Arts Festival; Ireland/2011;20;271800;0.872;0.545;0.0035;11;-14.698;1;0.0362;113.221;4
City of Stars;56;154858;0.934;0.531;0.11599999999999999;6;0.0981;1;0.0548;117.469;3;0.17600000000000002
Take Me To Church (Acoustic Cover) feat. Matt Wright;60;277802;0.745;0.637;0.292;4;0.305;0;0.0375;127.015;3;0.4
Ho Hey;54;126440;0.601;0.6920000000000001;0.434;1;0.102;1;0.026000000000000002;82.978;4;0.455
Hey Ya - solo version;61;298800;0.665;0.6609999999999999;0.184;1;0.106;0;0.038;140.006;4;0.35700000000000004
Maps;60;201683;0.696;0.62;0.374;1;0.106;1;0.026000000000000002;100.887;4;0.156
Fancy;58;242500;0.408;0.36;0.3;11;0.0916;0;0.0381;145.935;4;0.361
Girls Just Wanna Have Fun - Acoustic;64;172992;0.74;0.43799999999999994;0.35600000000000004;8;0.146;0;0.0388;186.267;4;0.35600000000000004
What Do You Mean / Where Are Ãœ Now (Acoustic Mashup) [feat. Kaya May];59;216585;0.732;0.589;0.271;8;0.0902;1;0.0341;122.946;4;0.382
Stayin Out All Night/Habits (Acoustic Mashup);58;225912;0.851;0.609;0.165;2;0.10800000000000001;1;0.0724;147.384;4;0.47600000000000003
Why Georgia (RAWsession) [in the style of John Mayer] - Single;58;266793;0.547;0.5770000000000001;0.521;9;0.128;1;0.0289;100.868;4;0.583
This Must Be the Place (Naive Melody) [by Talking Heads];60;206896;0.794;0.7290000000000001;0.267;4;0.209;0;0.0311;119.985;4;0.75
Sign of the Times [Acoustic Cover] - Acoustic;57;230880;0.8490000000000001;0.542;0.225;3;0.17;1;0.0318;82.882;5;0.299
Pompeii;58;173149;0.00839;0.557;0.34;0;0.0899;1;0.0293;110.086;4;0.0585
Taylor Swift 1989 Medley;59;179880;0.745;0.664;0.265;2;0.10800000000000001;1;0.0334;9.522.399.999.999.990;4;0.36700000000000005
Shake It Off;59;120827;0.195;0.39899999999999997;0.371;9;0.14;1;0.33399999999999996;79.824;4;0.14800000000000002
Hide Away - Acoustic Version;59;211696;0.245;0.396;0.292;5;0.17300000000000001;1;0.0324;95.16;4;0.316
Wild World - Acoustic Version;62;225053;0.8;0.67;0.306;2;0.0829;1;0.0366;13.994.899.999.999.900;4;0.61
Steal My Girl;59;208148;0.833;0.636;0.253;9;0.168;1;0.0432;8.082.600.000.000.000;4;0.747
I Kissed A Girl;60;192639;0.355;0.728;0.48100000000000004;0;0.254;1;0.0335;12.599.799.999.999.900;4;0.802
Out of the Woods (Acoustic) [feat. Jake Coco];19;229845;0.324;0.42;0.47700000000000004;0;0.135;1;0.0821;181.176;4;0.41200000000000003
Dancing In The Moonlight (It's Caught Me In Its Spotlight) - Recorded At Spotify Studios NYC;56;143966;0.9159999999999999;0.48100000000000004;0.16399999999999998;2;0.16;1;0.0391;13.022.899.999.999.900;4;0.405
How's It Going to Be;57;242693;0.501;0.5589999999999999;0.446;5;0.0837;1;0.0285;153.911;4;0.192
Sweet Child O' Mine;61;302880;0.747;0.544;0.479;3;0.0808;1;0.0279;118.117;4;0.434
Palace - Cover;58;229496;0.927;0.401;0.0427;6;0.0984;0;0.037000000000000005;7.758.800.000.000.000;3;0.275
Stand by Me - Recorded at RAK Studios; London;64;183052;0.748;0.517;0.156;7;-14.591;1;0.0325;121.075;4
Perfect Duet (Ed Sheeran & BeyoncÃ©);86;259550;0.779;0.5870000000000001;0.299;8;0.12300000000000001;1;0.0263;94.992;3;0.35600000000000004
Shallow;87;215733;0.371;0.5720000000000001;0.385;7;0.231;1;0.0308;9.579.899.999.999.990;4;0.32299999999999995
Ophelia;65;160097;0.613;0.664;0.573;5;0.0857;1;0.0277;76.023;4;0.5660000000000001
Canâ€™t Help Falling in Love;78;201933;0.905;0.266;0.0596;0;0.132;1;0.0363;181.74;3;0.14300000000000002
Beyond;74;240600;0.22899999999999998;0.58;0.687;6;0.109;1;0.106;76.014;4;0.187
Latch - Acoustic;23;221049;0.977;0.389;0.294;8;0.107;1;0.0277;8.863.600.000.000.000;4;0.243
Shrike;72;300706;0.46399999999999997;0.387;0.278;7;0.102;0;0.0318;15.342.600.000.000.000;3;0.0632
Big Jet Plane;67;239146;0.239;0.763;0.387;10;0.13;0;0.0278;10.995.700.000.000.000;4;0.273
When You Love Someone - Acoustic;70;210106;0.8029999999999999;0.711;0.299;7;0.11599999999999999;1;0.0394;125.068;4;0.5770000000000001
Slow Dancing in a Burning Room - Acoustic;62;232706;0.835;0.611;0.313;4;0.111;1;0.0339;134.858;3;0.37799999999999995
Georgia;74;230506;0.312;0.38799999999999996;0.66;11;0.0943;1;0.0308;143.554;4;0.401
Send My Love (To Your New Lover);75;223080;0.0415;0.69;0.524;6;0.17;0;0.10300000000000001;164.023;4;0.562
Wild Love - Acoustic;67;189146;0.856;0.507;0.408;11;0.102;0;0.0396;14.003.799.999.999.900;4;0.53
Foreign Hands;71;258651;0.365;0.684;0.5429999999999999;3;0.113;0;0.0281;140.996;4;0.361
Smoke Filled Room - Acoustic Session;61;189660;0.573;0.735;0.43;9;0.111;1;0.0349;129.942;4;0.522
Wild Horses - Acoustic;61;188906;0.634;0.7190000000000001;0.27;8;0.111;1;0.0349;129.965;4;0.299
September Song - Guitar Acoustic;21;212152;0.359;0.41;0.428;0;0.138;0;0.0329;88.361;4;0.526
Lost On You;65;195579;0.9179999999999999;0.563;0.261;10;0.0982;1;0.0709;12.512.899.999.999.900;4;0.41100000000000003
Hold My Girl;30;211763;0.597;0.614;0.527;10;0.11;1;0.0302;121.941;4;0.354
Castle on the Hill - Acoustic;70;226226;0.518;0.563;0.26;2;0.146;1;0.0391;145.561;4;0.616
After Rain;21;294000;0.505;0.48;0.418;11;0.11;0;0.0312;132.404;4;0.319
Such A Simple Thing;64;296386;0.86;0.522;0.256;10;0.142;1;0.0258;76.35;4;0.13
You Sigh;64;178826;0.852;0.629;0.451;6;0.141;1;0.0284;90.965;4;0.6809999999999999
Chemicals - Acoustic;62;234775;0.9420000000000001;0.59;0.233;6;0.11;1;0.043;78.178;4;0.597
Morning Breeze;68;194066;0.585;0.636;0.38299999999999995;11;0.122;1;0.0434;7.287.100.000.000.000;4;0.213
Happier - Acoustic;69;206209;0.0425;0.493;0.4;0;0.133;1;0.0261;9.100.399.999.999.990;4;0.15
Melt (Acoustic Version);50;221492;0.897;0.522;0.24100000000000002;5;0.11;0;0.0343;133.644;3;0.345
My Arms Were Always Around You;60;200800;0.7240000000000001;0.643;0.436;1;0.11;1;0.0273;91.485;4;0.42200000000000004
Lay It On Me - Acoustic;56;201561;0.768;0.483;0.49;5;0.11199999999999999;1;0.0318;137.606;4;0.43
Little Boy;56;233448;0.401;0.659;0.608;11;0.11699999999999999;1;0.0325;11.395.200.000.000.000;4;0.39299999999999996
Never in My Wildest Dreams;69;176026;0.315;0.5589999999999999;0.466;5;0.0933;1;0.0362;117.21;4;0.623
New Rules - Acoustic;68;213436;0.601;0.826;0.345;9;0.121;0;0.0372;116.072;4;0.508
hate u love u;77;175466;0.71;0.401;0.39799999999999996;6;0.0962;0;0.183;180.293;4;0.265
Dream - Acoustic;56;198693;0.75;0.7;0.281;9;0.102;0;0.0356;74.998;4;0.385
Only Love;76;249173;0.3;0.545;0.485;8;0.11900000000000001;1;0.151;8.040.100.000.000.000;4;0.341
Take Me To Church - Live From Spotify; London;61;246500;0.841;0.624;0.0;2;-9.471;0;0.0457;125.149;3
For Now;72;198403;0.9259999999999999;0.397;0.249;5;0.115;1;0.0394;7.961.399.999.999.990;4;0.32899999999999996
Cherry Wine - Live;53;240146;0.951;0.415;0.11;1;0.0962;1;0.0388;81.876;4;0.23399999999999999
Honest;50;168480;0.662;0.41;0.44;10;0.0663;1;0.0307;9.809.700.000.000.000;4;0.304
Honey;54;213061;0.785;0.612;0.365;3;0.111;1;0.0281;97.929;4;0.171
The Woods - Acoustic;68;239960;0.722;0.5710000000000001;0.5579999999999999;9;0.11599999999999999;1;0.0281;104.991;4;0.28300000000000003
Waves - Acoustic;64;248176;0.9470000000000001;0.483;0.19899999999999998;2;0.109;1;0.0586;7.810.300.000.000.000;4;0.16
Tee Shirt;68;159506;0.8370000000000001;0.684;0.341;9;0.0883;1;0.0272;7.594.800.000.000.000;4;0.557
Hell Or High Water;49;220468;0.00182;0.33799999999999997;0.721;4;0.349;0;0.0587;80.774;4;0.381
Paper Thin - Live From Studio;30;196072;0.8959999999999999;0.455;0.113;1;0.0978;1;0.0466;17.613.099.999.999.900;4;0.373
Moving Mountains;16;253400;0.904;0.5920000000000001;0.20600000000000002;0;0.121;0;0.0274;93.934;4;0.198
Another Way;55;251324;0.0579;0.5870000000000001;0.608;5;0.131;1;0.0308;94.479;4;0.565
Concrete Jungle - Acoustic;26;160345;0.7609999999999999;0.589;0.467;6;0.0847;1;0.031;165.908;4;0.5710000000000001
Where's My Love;29;202106;0.853;0.598;0.34299999999999997;0;0.12300000000000001;0;0.025;103.984;4;0.419
Adore - Piano Unplugged;53;197573;0.7390000000000001;0.5710000000000001;0.313;0;0.113;1;0.0657;64.531;4;0.163
Hollow (Acoustic);65;236618;0.8220000000000001;0.499;0.22899999999999998;11;0.0914;1;0.0361;17.846.099.999.999.900;3;0.239
Jungle;16;315598;0.26899999999999996;0.59;0.6970000000000001;1;0.0881;0;0.0291;146.059;4;0.49700000000000005
Elastic Heart - Live from The Village;62;266720;0.887;0.409;0.375;9;0.125;1;0.0336;128.912;4;0.209
Most Girls - Acoustic;63;200880;0.48200000000000004;0.665;0.27399999999999997;9;0.11800000000000001;1;0.147;10.301.299.999.999.900;4;0.6859999999999999
Sleep On The Floor;33;211851;0.298;0.391;0.442;0;0.13;1;0.0347;142.56;4;0.24600000000000002
little light - acoustic version;65;256415;0.685;0.67;0.294;7;0.147;1;0.0341;11.985.600.000.000.000;4;0.515
I Will Spend My Whole Life Loving You;68;227619;0.887;0.637;0.129;11;0.0719;1;0.0346;125.802;4;0.298
Best Days - Acoustic;49;179063;0.919;0.655;0.127;5;0.105;1;0.0467;150.407;4;0.436
Love on the Weekend;68;212626;0.547;0.7290000000000001;0.546;7;0.0651;1;0.0285;119.941;4;0.406
Acoustic;31;172199;0.785;0.88;0.245;9;0.0979;1;0.446;76.006;4;0.638
Catie Rae;19;132453;0.7090000000000001;0.344;0.46;10;0.11699999999999999;1;0.0319;84.469;4;0.528
Issues - Acoustic;68;175280;0.741;0.684;0.342;8;0.0729;1;0.055;11.407.600.000.000.000;4;0.632
Shape of You - Acoustic;75;223573;0.49;0.843;0.4;8;0.125;0;0.10300000000000001;100.728;4;0.927
All I Want;71;305746;0.172;0.209;0.41200000000000003;0;0.0843;1;0.0443;86.26;3;0.162
Boston;16;273666;0.191;0.556;0.44799999999999995;4;0.38299999999999995;1;0.0387;116.292;4;0.125
Girl Crush - Recorded at Metropolis Studios; London;72;243804;0.6579999999999999;0.46799999999999997;0.0;4;-11.727;1;0.033;14.421.200.000.000.000;3
Save My Life - Radio Edit;53;217973;0.778;0.583;0.235;6;0.187;1;0.0287;137.829;4;0.368
No Place In Mind;52;284038;0.722;0.335;0.44299999999999995;4;0.0921;1;0.0382;169.135;4;0.184
Tell Me - Acoustic;60;200864;0.72;0.632;0.293;0;0.326;0;0.0284;103.869;4;0.586
Let It Go - James Bay Spotify Session 2015;73;285866;0.879;0.5;0.213;1;0.721;1;0.0462;140.053;3;0.37
Cringe - Stripped;68;219151;0.8959999999999999;0.539;0.263;5;0.10400000000000001;1;0.0552;119.671;4;0.222
Can't See Straight - Acoustic;56;188057;0.7120000000000001;0.8109999999999999;0.38;9;0.309;1;0.0406;98.04;4;0.647
Young Blood - Acoustic;61;200613;0.821;0.701;0.23399999999999999;11;0.102;1;0.0443;84.995;4;0.298
Better;64;201250;0.581;0.597;0.425;2;0.1;1;0.0295;11.999.799.999.999.900;4;0.309
Don't Be A Fool - MTV Unplugged;15;337840;0.752;0.307;0.353;11;0.163;0;0.0462;17.492.700.000.000.000;3;0.19899999999999998
The Other (Stripped);17;182000;0.816;0.376;0.371;7;0.337;1;0.0365;90.514;4;0.395
Love Me Like I'm Gone.;51;172480;0.85;0.457;0.441;2;0.115;1;0.0286;17.175.799.999.999.900;4;0.654
Call You Home;57;171613;0.303;0.643;0.46;4;0.115;1;0.0272;9.001.100.000.000.000;4;0.657
Anaheim;54;258000;0.6629999999999999;0.485;0.307;1;0.12300000000000001;1;0.0565;80.171;4;0.132
For Me; For Her; For You;52;243629;0.86;0.20600000000000002;1,03E+11;0.114;-10.707;1;0.0314;12.375.200.000.000.000
Yellow Bird;38;222842;0.6829999999999999;0.485;0.353;6;0.106;0;0.0296;114.064;4;0.0706
Make Me (Cry) - Acoustic Version;61;232906;0.8859999999999999;0.604;0.261;0;0.142;1;0.0598;77.245;4;0.361
Louise;51;244866;0.7609999999999999;0.467;0.324;1;0.122;1;0.0309;100.89;4;0.445
Magnetised - Acoustic;65;292186;0.9520000000000001;0.48700000000000004;0.0746;10;0.10800000000000001;0;0.0327;10.632.799.999.999.900;4;0.12300000000000001
California Numb - Acoustic;52;201839;0.889;0.73;0.28600000000000003;10;0.17300000000000001;0;0.0545;83.98;4;0.446
Ghost - Live From Spotify NYC;56;160400;0.635;0.39299999999999996;0.5529999999999999;0;0.6759999999999999;1;0.22;187.673;4;0.16399999999999998
On the Run;56;206637;0.387;0.41100000000000003;0.512;9;0.0676;1;0.027000000000000003;83.399;4;0.0544
Rather Be with You - Acoustic;53;199704;0.8170000000000001;0.579;0.256;11;0.134;0;0.0384;10.990.100.000.000.000;4;0.258
This Town;69;232600;0.711;0.69;0.40700000000000003;9;0.126;1;0.0297;111.916;4;0.18100000000000002
Falling;54;202483;0.26899999999999996;0.5329999999999999;0.679;9;0.11199999999999999;1;0.0329;87.995;4;0.21
Rusty;54;198582;0.16;0.87;0.5720000000000001;6;0.0993;1;0.039;119.98;4;0.8540000000000001
FourFiveSeconds;42;188238;0.868;0.579;0.268;2;0.12;1;0.0442;205.903;4;0.321
Ol' Sweet Day;19;178053;0.603;0.39299999999999996;0.5579999999999999;3;0.10800000000000001;1;0.0475;112.64;4;0.336
Miles Away;56;232000;0.185;0.556;0.5920000000000001;3;0.109;1;0.0393;138.041;4;0.196
Burning House;67;231333;0.887;0.728;0.253;0;0.133;1;0.0304;140.923;4;0.457
Love And Happiness;53;278146;0.0269;0.884;0.469;1;0.073;0;0.0372;94.345;4;0.897
Reasons - Acoustic;13;184840;0.8140000000000001;0.446;0.38799999999999996;4;0.11900000000000001;1;0.0405;17.515.400.000.000.000;4;0.581
Life Is Confusing;52;171413;0.955;0.373;0.21600000000000003;1;0.0739;1;0.0326;129.03;4;0.496
Already Gone - Acoustic;58;174053;0.612;0.555;0.46299999999999997;4;0.142;1;0.0343;88.399;4;0.6609999999999999
Before You;49;167164;0.765;0.505;0.252;9;0.0829;1;0.0321;80.83;4;0.39299999999999996
Riptide;80;204280;0.431;0.484;0.731;1;0.151;1;0.0379;101.654;4;0.51
Take Me to Church;61;241693;0.634;0.5660000000000001;0.664;4;0.11599999999999999;0;0.0464;128.945;4;0.43700000000000006
Ho Hey;71;163133;0.794;0.685;0.466;0;0.0915;1;0.0304;79.936;4;0.353
The A Team;73;258373;0.669;0.642;0.289;9;0.18;1;0.0367;8.499.600.000.000.000;4;0.40700000000000003
Let Her Go;74;252733;0.365;0.479;0.545;7;0.0963;1;0.0688;7.489.699.999.999.990;4;0.244
Budapest;70;200733;0.0846;0.7170000000000001;0.455;5;0.11;1;0.0276;127.81;4;0.389
How to Save a Life;83;262533;0.26899999999999996;0.64;0.743;10;0.10099999999999999;1;0.0379;122.035;4;0.361
FourFiveSeconds;82;188238;0.878;0.5760000000000001;0.267;2;0.11900000000000001;1;0.044000000000000004;205.888;4;0.326
Under The Bridge;83;264306;0.0576;0.5589999999999999;0.345;4;0.141;1;0.0459;84.581;4;0.45799999999999996
Photograph;69;258986;0.607;0.614;0.379;4;0.0986;1;0.0476;10.798.899.999.999.900;4;0.201
Halo;82;261640;0.272;0.508;0.72;11;0.0563;0;0.0628;79.983;4;0.47200000000000003
Crazy;69;180786;0.0259;0.8640000000000001;0.474;0;0.0906;0;0.0367;11.195.200.000.000.000;4;0.602
Only Love;76;249173;0.3;0.545;0.485;8;0.11900000000000001;1;0.151;8.040.100.000.000.000;4;0.341
Rude (Acoustic);74;223854;0.358;0.736;0.847;1;0.10099999999999999;1;0.0756;143.996;4;0.915
Chasing Cars;79;267933;0.209;0.563;0.5920000000000001;9;0.132;1;0.0276;104.016;4;0.136
I'm Yours;86;242186;0.595;0.6859999999999999;0.457;11;0.105;1;0.0468;150.953;4;0.718
Lover Of The Light;60;314893;0.00725;0.3;0.7070000000000001;2;0.285;1;0.0507;105.916;4;0.386
If I Were a Boy;68;249146;0.107;0.632;0.518;6;0.354;1;0.0313;90.007;4;0.42700000000000005
Breakeven;76;261426;0.17300000000000001;0.63;0.698;10;0.0789;1;0.0244;94.023;4;0.529
Shine;59;182613;0.64;0.7140000000000001;0.5329999999999999;4;0.162;1;0.0293;11.810.700.000.000.000;4;0.631
Bleeding Love;81;262466;0.188;0.638;0.6559999999999999;5;0.146;1;0.0357;104.036;4;0.225
Little Talks;68;266600;0.0215;0.46;0.7859999999999999;1;0.133;1;0.038;10.319.200.000.000.000;4;0.408
Drive;76;232453;0.0562;0.645;0.792;4;0.11900000000000001;0;0.036000000000000004;90.565;4;0.6659999999999999
Home;76;303200;0.292;0.542;0.589;2;0.177;1;0.0318;111.665;4;0.13699999999999998
Snow (Hey Oh);81;335066;0.127;0.43200000000000005;0.895;11;0.141;1;0.0504;104.458;4;0.625
Yellow;83;266773;0.0023899999999999998;0.429;0.6609999999999999;11;0.23399999999999999;1;0.0281;173.365;4;0.285
Wake Me Up When September Ends;79;285653;0.023;0.546;0.8140000000000001;7;0.0972;1;0.0314;104.98;4;0.146
Dog Days Are Over - MTV Unplugged;2012;51;275320;0.644;0.295;0.0;9;-6.63;0;0.0331;149.622;4
Shape of You - Acoustic;75;223573;0.49;0.843;0.4;8;0.125;0;0.10300000000000001;100.728;4;0.927
No One - Acoustic;71;259569;0.7120000000000001;0.379;0.325;4;0.0997;1;0.0331;8.979.799.999.999.990;4;0.433
Let It Go - James Bay Spotify Session 2015;73;285866;0.879;0.5;0.213;1;0.721;1;0.0462;140.053;3;0.37
I Don't Want to Be - Stripped Version;71;244333;0.142;0.545;0.5820000000000001;8;0.14400000000000002;1;0.0368;147.082;4;0.536
Slow Dancing in a Burning Room;78;242000;0.573;0.6679999999999999;0.361;1;0.0805;0;0.0273;134.15;5;0.28800000000000003
The Cave;71;217986;0.0606;0.5760000000000001;0.486;4;0.09300000000000001;1;0.0406;141.951;4;0.337
Boston;70;245933;0.182;0.40399999999999997;0.5710000000000001;0;0.129;1;0.0303;147.01;4;0.29
Thinking Out Loud;69;281560;0.474;0.7809999999999999;0.445;2;0.184;1;0.0295;78.998;4;0.591
Collide - Acoustic Version;73;277000;0.8270000000000001;0.5820000000000001;0.253;10;0.091;1;0.0259;90.184;4;0.294
Come On Get Higher;73;215173;0.24100000000000002;0.672;0.623;9;0.0848;1;0.0297;9.201.799.999.999.990;4;0.617
You And Me;25;195493;0.1;0.461;0.446;7;0.16899999999999998;1;0.0267;139.868;3;0.375
You're Beautiful;79;209493;0.633;0.675;0.479;0;0.08800000000000001;0;0.0278;8.199.799.999.999.990;4;0.45399999999999996
Somewhere Only We Know;71;236160;0.0597;0.447;0.662;9;0.0869;1;0.0259;172.015;4;0.307
